original_sentence,subject_text,subject_type,object_text,object_type,marked_sentence,relation_label
"Viêm dạ dày nếu không được điều trị có thể dẫn đến loét dạ dày, xuất huyết dạ dày và thủng dạ dày.",thủng dạ dày,Bệnh,loét dạ dày,Bệnh,"viêm dạ dày nếu không được điều trị có thể dẫn đến [o] loét dạ dày [/o], xuất huyết dạ dày và [s] thủng dạ dày [/s].",No_relation
"Viêm dạ dày nếu không được điều trị có thể dẫn đến loét dạ dày, xuất huyết dạ dày và thủng dạ dày.",thủng dạ dày,Bệnh,xuất huyết dạ dày,Bệnh,"viêm dạ dày nếu không được điều trị có thể dẫn đến loét dạ dày, [o] xuất huyết dạ dày [/o] và [s] thủng dạ dày [/s].",No_relation
Amantadine được dùng để cải thiện rối loạn vận động thứ phát và giảm triệu chứng run ở bệnh nhân Parkinson.,Amantadine,Điều trị,rối loạn vận động thứ phát,Triệu chứng,[s] amantadine [/s] được dùng để cải thiện [o] rối loạn vận động thứ phát [/o] và giảm triệu chứng run ở bệnh nhân parkinson.,No_relation
Amantadine được dùng để cải thiện rối loạn vận động thứ phát và giảm triệu chứng run ở bệnh nhân Parkinson.,Amantadine,Điều trị,run,Triệu chứng,[s] amantadine [/s] được dùng để cải thiện rối loạn vận động thứ phát và giảm triệu chứng [o] run [/o] ở bệnh nhân parkinson.,No_relation
Amantadine được dùng để cải thiện rối loạn vận động thứ phát và giảm triệu chứng run ở bệnh nhân Parkinson.,Amantadine,Điều trị,Parkinson,Bệnh,[s] amantadine [/s] được dùng để cải thiện rối loạn vận động thứ phát và giảm triệu chứng run ở bệnh nhân [o] parkinson [/o].,No_relation
Amantadine được dùng để cải thiện rối loạn vận động thứ phát và giảm triệu chứng run ở bệnh nhân Parkinson.,rối loạn vận động thứ phát,Triệu chứng,Amantadine,Điều trị,[o] amantadine [/o] được dùng để cải thiện [s] rối loạn vận động thứ phát [/s] và giảm triệu chứng run ở bệnh nhân parkinson.,Điều_trị_bằng
Amantadine được dùng để cải thiện rối loạn vận động thứ phát và giảm triệu chứng run ở bệnh nhân Parkinson.,rối loạn vận động thứ phát,Triệu chứng,run,Triệu chứng,amantadine được dùng để cải thiện [s] rối loạn vận động thứ phát [/s] và giảm triệu chứng [o] run [/o] ở bệnh nhân parkinson.,No_relation
Amantadine được dùng để cải thiện rối loạn vận động thứ phát và giảm triệu chứng run ở bệnh nhân Parkinson.,rối loạn vận động thứ phát,Triệu chứng,Parkinson,Bệnh,amantadine được dùng để cải thiện [s] rối loạn vận động thứ phát [/s] và giảm triệu chứng run ở bệnh nhân [o] parkinson [/o].,No_relation
Amantadine được dùng để cải thiện rối loạn vận động thứ phát và giảm triệu chứng run ở bệnh nhân Parkinson.,run,Triệu chứng,Amantadine,Điều trị,[o] amantadine [/o] được dùng để cải thiện rối loạn vận động thứ phát và giảm triệu chứng [s] run [/s] ở bệnh nhân parkinson.,Điều_trị_bằng
Amantadine được dùng để cải thiện rối loạn vận động thứ phát và giảm triệu chứng run ở bệnh nhân Parkinson.,run,Triệu chứng,rối loạn vận động thứ phát,Triệu chứng,amantadine được dùng để cải thiện [o] rối loạn vận động thứ phát [/o] và giảm triệu chứng [s] run [/s] ở bệnh nhân parkinson.,No_relation
Amantadine được dùng để cải thiện rối loạn vận động thứ phát và giảm triệu chứng run ở bệnh nhân Parkinson.,run,Triệu chứng,Parkinson,Bệnh,amantadine được dùng để cải thiện rối loạn vận động thứ phát và giảm triệu chứng [s] run [/s] ở bệnh nhân [o] parkinson [/o].,No_relation
Amantadine được dùng để cải thiện rối loạn vận động thứ phát và giảm triệu chứng run ở bệnh nhân Parkinson.,Parkinson,Bệnh,Amantadine,Điều trị,[o] amantadine [/o] được dùng để cải thiện rối loạn vận động thứ phát và giảm triệu chứng run ở bệnh nhân [s] parkinson [/s].,Điều_trị_bằng
Amantadine được dùng để cải thiện rối loạn vận động thứ phát và giảm triệu chứng run ở bệnh nhân Parkinson.,Parkinson,Bệnh,rối loạn vận động thứ phát,Triệu chứng,amantadine được dùng để cải thiện [o] rối loạn vận động thứ phát [/o] và giảm triệu chứng run ở bệnh nhân [s] parkinson [/s].,Có_triệu_chứng
Amantadine được dùng để cải thiện rối loạn vận động thứ phát và giảm triệu chứng run ở bệnh nhân Parkinson.,Parkinson,Bệnh,run,Triệu chứng,amantadine được dùng để cải thiện rối loạn vận động thứ phát và giảm triệu chứng [o] run [/o] ở bệnh nhân [s] parkinson [/s].,Có_triệu_chứng
"Bệnh Parkinson có thể gây ra các triệu chứng thần kinh khác như hạ huyết áp tư thế, rối loạn vận động thực quản gây khó nuốt, táo bón, tiểu gấp, mất khứu giác và viêm da tiết bã.",Parkinson,Bệnh,thần kinh,Triệu chứng,"bệnh [s] parkinson [/s] có thể gây ra các triệu chứng [o] thần kinh [/o] khác như hạ huyết áp tư thế, rối loạn vận động thực quản gây khó nuốt, táo bón, tiểu gấp, mất khứu giác và viêm da tiết bã.",Gây_ra
"Bệnh Parkinson có thể gây ra các triệu chứng thần kinh khác như hạ huyết áp tư thế, rối loạn vận động thực quản gây khó nuốt, táo bón, tiểu gấp, mất khứu giác và viêm da tiết bã.",Parkinson,Bệnh,hạ huyết áp tư thế,Triệu chứng,"bệnh [s] parkinson [/s] có thể gây ra các triệu chứng thần kinh khác như [o] hạ huyết áp tư thế [/o], rối loạn vận động thực quản gây khó nuốt, táo bón, tiểu gấp, mất khứu giác và viêm da tiết bã.",Gây_ra
"Bệnh Parkinson có thể gây ra các triệu chứng thần kinh khác như hạ huyết áp tư thế, rối loạn vận động thực quản gây khó nuốt, táo bón, tiểu gấp, mất khứu giác và viêm da tiết bã.",Parkinson,Bệnh,rối loạn vận động thực quản,Triệu chứng,"bệnh [s] parkinson [/s] có thể gây ra các triệu chứng thần kinh khác như hạ huyết áp tư thế, [o] rối loạn vận động thực quản [/o] gây khó nuốt, táo bón, tiểu gấp, mất khứu giác và viêm da tiết bã.",Gây_ra
"Bệnh Parkinson có thể gây ra các triệu chứng thần kinh khác như hạ huyết áp tư thế, rối loạn vận động thực quản gây khó nuốt, táo bón, tiểu gấp, mất khứu giác và viêm da tiết bã.",Parkinson,Bệnh,khó nuốt,Triệu chứng,"bệnh [s] parkinson [/s] có thể gây ra các triệu chứng thần kinh khác như hạ huyết áp tư thế, rối loạn vận động thực quản gây [o] khó nuốt [/o], táo bón, tiểu gấp, mất khứu giác và viêm da tiết bã.",No_relation
"Bệnh Parkinson có thể gây ra các triệu chứng thần kinh khác như hạ huyết áp tư thế, rối loạn vận động thực quản gây khó nuốt, táo bón, tiểu gấp, mất khứu giác và viêm da tiết bã.",Parkinson,Bệnh,táo bón,Triệu chứng,"bệnh [s] parkinson [/s] có thể gây ra các triệu chứng thần kinh khác như hạ huyết áp tư thế, rối loạn vận động thực quản gây khó nuốt, [o] táo bón [/o], tiểu gấp, mất khứu giác và viêm da tiết bã.",No_relation
"Bệnh Parkinson có thể gây ra các triệu chứng thần kinh khác như hạ huyết áp tư thế, rối loạn vận động thực quản gây khó nuốt, táo bón, tiểu gấp, mất khứu giác và viêm da tiết bã.",Parkinson,Bệnh,tiểu gấp,Triệu chứng,"bệnh [s] parkinson [/s] có thể gây ra các triệu chứng thần kinh khác như hạ huyết áp tư thế, rối loạn vận động thực quản gây khó nuốt, táo bón, [o] tiểu gấp [/o], mất khứu giác và viêm da tiết bã.",No_relation
"Bệnh Parkinson có thể gây ra các triệu chứng thần kinh khác như hạ huyết áp tư thế, rối loạn vận động thực quản gây khó nuốt, táo bón, tiểu gấp, mất khứu giác và viêm da tiết bã.",Parkinson,Bệnh,viêm da tiết bã,Triệu chứng,"bệnh [s] parkinson [/s] có thể gây ra các triệu chứng thần kinh khác như hạ huyết áp tư thế, rối loạn vận động thực quản gây khó nuốt, táo bón, tiểu gấp, mất khứu giác và [o] viêm da tiết bã [/o].",No_relation
"Bệnh Parkinson có thể gây ra các triệu chứng thần kinh khác như hạ huyết áp tư thế, rối loạn vận động thực quản gây khó nuốt, táo bón, tiểu gấp, mất khứu giác và viêm da tiết bã.",Parkinson,Bệnh,mất khứu giác,Triệu chứng,"bệnh [s] parkinson [/s] có thể gây ra các triệu chứng thần kinh khác như hạ huyết áp tư thế, rối loạn vận động thực quản gây khó nuốt, táo bón, tiểu gấp, [o] mất khứu giác [/o] và viêm da tiết bã.",No_relation
"Bệnh Parkinson có thể gây ra các triệu chứng thần kinh khác như hạ huyết áp tư thế, rối loạn vận động thực quản gây khó nuốt, táo bón, tiểu gấp, mất khứu giác và viêm da tiết bã.",thần kinh,Triệu chứng,Parkinson,Bệnh,"bệnh [o] parkinson [/o] có thể gây ra các triệu chứng [s] thần kinh [/s] khác như hạ huyết áp tư thế, rối loạn vận động thực quản gây khó nuốt, táo bón, tiểu gấp, mất khứu giác và viêm da tiết bã.",No_relation
"Bệnh Parkinson có thể gây ra các triệu chứng thần kinh khác như hạ huyết áp tư thế, rối loạn vận động thực quản gây khó nuốt, táo bón, tiểu gấp, mất khứu giác và viêm da tiết bã.",thần kinh,Triệu chứng,hạ huyết áp tư thế,Triệu chứng,"bệnh parkinson có thể gây ra các triệu chứng [s] thần kinh [/s] khác như [o] hạ huyết áp tư thế [/o], rối loạn vận động thực quản gây khó nuốt, táo bón, tiểu gấp, mất khứu giác và viêm da tiết bã.",No_relation
"Bệnh Parkinson có thể gây ra các triệu chứng thần kinh khác như hạ huyết áp tư thế, rối loạn vận động thực quản gây khó nuốt, táo bón, tiểu gấp, mất khứu giác và viêm da tiết bã.",thần kinh,Triệu chứng,rối loạn vận động thực quản,Triệu chứng,"bệnh parkinson có thể gây ra các triệu chứng [s] thần kinh [/s] khác như hạ huyết áp tư thế, [o] rối loạn vận động thực quản [/o] gây khó nuốt, táo bón, tiểu gấp, mất khứu giác và viêm da tiết bã.",No_relation
"Bệnh Parkinson có thể gây ra các triệu chứng thần kinh khác như hạ huyết áp tư thế, rối loạn vận động thực quản gây khó nuốt, táo bón, tiểu gấp, mất khứu giác và viêm da tiết bã.",thần kinh,Triệu chứng,khó nuốt,Triệu chứng,"bệnh parkinson có thể gây ra các triệu chứng [s] thần kinh [/s] khác như hạ huyết áp tư thế, rối loạn vận động thực quản gây [o] khó nuốt [/o], táo bón, tiểu gấp, mất khứu giác và viêm da tiết bã.",No_relation
"Bệnh Parkinson có thể gây ra các triệu chứng thần kinh khác như hạ huyết áp tư thế, rối loạn vận động thực quản gây khó nuốt, táo bón, tiểu gấp, mất khứu giác và viêm da tiết bã.",thần kinh,Triệu chứng,táo bón,Triệu chứng,"bệnh parkinson có thể gây ra các triệu chứng [s] thần kinh [/s] khác như hạ huyết áp tư thế, rối loạn vận động thực quản gây khó nuốt, [o] táo bón [/o], tiểu gấp, mất khứu giác và viêm da tiết bã.",No_relation
"Bệnh Parkinson có thể gây ra các triệu chứng thần kinh khác như hạ huyết áp tư thế, rối loạn vận động thực quản gây khó nuốt, táo bón, tiểu gấp, mất khứu giác và viêm da tiết bã.",thần kinh,Triệu chứng,tiểu gấp,Triệu chứng,"bệnh parkinson có thể gây ra các triệu chứng [s] thần kinh [/s] khác như hạ huyết áp tư thế, rối loạn vận động thực quản gây khó nuốt, táo bón, [o] tiểu gấp [/o], mất khứu giác và viêm da tiết bã.",No_relation
"Bệnh Parkinson có thể gây ra các triệu chứng thần kinh khác như hạ huyết áp tư thế, rối loạn vận động thực quản gây khó nuốt, táo bón, tiểu gấp, mất khứu giác và viêm da tiết bã.",thần kinh,Triệu chứng,viêm da tiết bã,Triệu chứng,"bệnh parkinson có thể gây ra các triệu chứng [s] thần kinh [/s] khác như hạ huyết áp tư thế, rối loạn vận động thực quản gây khó nuốt, táo bón, tiểu gấp, mất khứu giác và [o] viêm da tiết bã [/o].",No_relation
"Bệnh Parkinson có thể gây ra các triệu chứng thần kinh khác như hạ huyết áp tư thế, rối loạn vận động thực quản gây khó nuốt, táo bón, tiểu gấp, mất khứu giác và viêm da tiết bã.",thần kinh,Triệu chứng,mất khứu giác,Triệu chứng,"bệnh parkinson có thể gây ra các triệu chứng [s] thần kinh [/s] khác như hạ huyết áp tư thế, rối loạn vận động thực quản gây khó nuốt, táo bón, tiểu gấp, [o] mất khứu giác [/o] và viêm da tiết bã.",No_relation
